"","Year","Lg","Tm","W","L","T","Playoffs","PF","PA","PD","Coaches","AV","Passer","Rusher","Receiver","oPts","oYds","dPts","dYds","T.G","PtsOvr","YdsOvr","out.of","MoV","SoS","SRS","OSRS","DSRS","TM","TID","c1","c2","p.Year","p.Lg","p.Tm","p.W","p.L","p.T","p.Playoffs","p.PF","p.PA","p.PD","p.Coaches","p.AV","p.Passer","p.Rusher","p.Receiver","p.oPts","p.oYds","p.dPts","p.dYds","p.T.G","p.PtsOvr","p.YdsOvr","p.out.of","p.MoV","p.SoS","p.SRS","p.OSRS","p.DSRS","p.TM","p.TID","p.c1","p.c2","fired.mid","nc","fired","start","cwins","closs","cties","wc","cc","dc","lsb","poffs","playwin","playloss","pmade","sb","cpw","cpl","post","rings","years","ap","twc","tdc","tcc","tlsb","d.Year","d.W","d.L","d.T","d.PF","d.PA","d.PD","d.oPts","d.oYds","d.dPts","d.dYds","d.T.G","d.PtsOvr","d.YdsOvr","d.out.of","d.MoV","d.SoS","d.SRS","d.OSRS","d.DSRS","win.p","p.win.p","d.win.p","v.win.p","c.win.p","pp","dpm","OPTS","OYDS","DPTS","DYDS","TO","PTSO","YDSO","pmz","postz","dpost","qb1","rb1","wr1","zc","y1","y2","y3","y4","y5","y6","y7","gm","gm1","gm2","l.post","mp","dp","cdp","dp5","dp3","dp2","champ","apy","cpwy","wcy","dcy","ccy","lsby","ringsy","apy1"
"379",1999,"NFL","Indianapolis Colts*",13,3,0,"Lost Div",423,333,90,"Mora","James","Manning","James","Harrison",3,4,17,15,19,4,8,31,5.6,0.5,6.1,6.6,-0.5,"clt",21,"Mora","",1998,"NFL","Indianapolis Colts",3,13,0,"",310,444,-134,"Mora","Faulk","Manning","Faulk","Faulk",19,12,29,29,29,28,24,30,-8.4,3,-5.4,-0.1,-5.3,"clt",21,"Mora","",0,"Mora",0,0,16,16,0,0,0,0,0,2,1,1,1,0,1,1,1,0,2,2,0,1,0,0,1,10,-10,0,113,-111,224,-16,-8,-12,-14,-10,-24,-16,1,14,-2.5,11.5,6.7,4.8,0.8125,0.1875,0.625,0.25,0.5,0.5,0,0.0967741935483871,0.129032258064516,0.548387096774194,0.483870967741935,0.612903225806452,0.129032258064516,0.258064516129032,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"Bill Polian",0,1,0,1,0.625,0.3125,0.625,0.625,0.625,0,1,0.5,0.5,0.5,0,0,0,1.05
"380",2000,"NFL","Indianapolis Colts*",10,6,0,"Lost WC",429,326,103,"Mora","James","Manning","James","Harrison",4,3,15,21,22,7,9,31,6.4,1.5,7.9,7.1,0.8,"clt",21,"Mora","",1999,"NFL","Indianapolis Colts*",13,3,0,"Lost Div",423,333,90,"Mora","James","Manning","James","Harrison",3,4,17,15,19,4,8,31,5.6,0.5,6.1,6.6,-0.5,"clt",21,"Mora","",0,"Mora",0,0,26,22,0,1,0,4,0,1,0,1,1,0,1,2,2,0,3,3,1,1,0,0,1,-3,3,0,6,-7,13,1,-1,-2,6,3,3,1,0,0.800000000000001,1,1.8,0.5,1.3,0.625,0.8125,-0.1875,0.75,0.541666666666667,0.666666666666667,1,0.129032258064516,0.0967741935483871,0.483870967741935,0.67741935483871,0.709677419354839,0.225806451612903,0.290322580645161,0.0555555555555555,-0.0240562612162344,1,0,0,0,0.577350269189625,0,0,1,0,0,0,0,"Bill Polian",0,1,0,1,0.4375,0.354166666666667,0.4375,0.4375,0.4375,0,1,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,0.733333333333333
"381",2001,"NFL","Indianapolis Colts",6,10,0,"",413,486,-73,"Mora","Manning","Manning","Rhodes","Harrison",2,2,31,29,28,23,10,31,-4.6,0.8,-3.8,6.1,-9.8,"clt",21,"Mora","",2000,"NFL","Indianapolis Colts*",10,6,0,"Lost WC",429,326,103,"Mora","James","Manning","James","Harrison",4,3,15,21,22,7,9,31,6.4,1.5,7.9,7.1,0.8,"clt",21,"Mora","",0,"Dungy",1,0,32,32,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,3,1,1,0,0,1,-4,4,0,-16,160,-176,-2,-1,16,8,6,16,1,0,-11,-0.7,-11.7,-1,-10.6,0.375,0.625,-0.25,0.6,0.5,0.5,0,0.0645161290322581,0.0645161290322581,1,0.935483870967742,0.903225806451613,0.741935483870968,0.32258064516129,0,-0.0240562612162344,0,0,1,0,0,0,0,0,1,0,0,0,"Bill Polian",0,1,1,1,0.1875,0.3125,0.1875,0.1875,-0.4375,0,0.75,0.25,0.5,0.25,0,0,0,0.55
"382",2002,"NFL","Indianapolis Colts*",10,6,0,"Lost WC",349,313,36,"Dungy","Harrison","Manning","James","Harrison",17,9,7,8,21,13,8,32,2.3,-1.1,1.2,0.4,0.7,"clt",21,"Dungy","",2001,"NFL","Indianapolis Colts",6,10,0,"",413,486,-73,"Mora","Manning","Manning","Rhodes","Harrison",2,2,31,29,28,23,10,31,-4.6,0.8,-3.8,6.1,-9.8,"clt",21,"Mora","",0,"Dungy",0,1,10,6,0,1,0,4,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,4,-4,0,-64,-173,109,15,7,-24,-21,-7,-10,-2,1,6.9,-1.9,5,-5.7,10.5,0.625,0.375,0.25,0.4,0.625,1,1,0.53125,0.28125,0.21875,0.25,0.65625,0.40625,0.25,0.5,-0.125,-1,0,1,0,1,1,0,0,0,0,0,0,"Bill Polian",0,0,0,1,0.25,0.25,0.25,0.25,0.25,0,1,0,1,0,0,0,0,0.1
"383",2003,"NFL","Indianapolis Colts*",12,4,0,"Lost Conf",447,336,111,"Dungy","Manning","Manning","James","Harrison",2,3,20,11,6,4,3,32,6.9,0,7,8.2,-1.2,"clt",21,"Dungy","",2002,"NFL","Indianapolis Colts*",10,6,0,"Lost WC",349,313,36,"Dungy","Harrison","Manning","James","Harrison",17,9,7,8,21,13,8,32,2.3,-1.1,1.2,0.4,0.7,"clt",21,"Dungy","",0,"Dungy",0,0,22,10,0,0,1,12,0,3,2,1,1,0,2,2,2,0,2,4,1,0,1,0,1,2,-2,0,98,23,75,-15,-6,13,3,-15,-9,-5,0,4.6,1.1,5.8,7.8,-1.9,0.75,0.625,0.125,0.6,0.6875,1,2,0.0625,0.09375,0.625,0.34375,0.1875,0.125,0.09375,0.25,0,1,0,0,0,2.12132034355964,0,1,0,0,0,0,0,"Bill Polian",0,0,0,1,0.375,0.3125,0.375,0.375,0.375,0,2,1,1,0.5,0.5,0,0,2.6
"384",2004,"NFL","Indianapolis Colts*",12,4,0,"Lost Div",522,351,171,"Dungy","Manning","Manning","James","Wayne",1,2,19,29,1,2,7,32,10.7,0.7,11.4,11.7,-0.3,"clt",21,"Dungy","",2003,"NFL","Indianapolis Colts*",12,4,0,"Lost Conf",447,336,111,"Dungy","Manning","Manning","James","Harrison",2,3,20,11,6,4,3,32,6.9,0,7,8.2,-1.2,"clt",21,"Dungy","",0,"Dungy",0,0,34,14,0,0,0,20,0,2,1,1,1,0,3,3,3,0,3,6,1,1,1,0,1,0,0,0,75,15,60,-1,-1,-1,18,-5,-2,4,0,3.8,0.7,4.4,3.5,0.9,0.75,0.75,0,0.7,0.708333333333333,1,3,0.03125,0.0625,0.59375,0.90625,0.03125,0.0625,0.21875,0.166666666666667,0,1,0,0,1,2.88675134594813,0,0,1,0,0,0,0,"Bill Polian",0,0,0,1,0.375,0.333333333333333,0.375,0.375,0.125,0,2,1,1,0.666666666666667,0.333333333333333,0,0,2.43333333333333
"385",2005,"NFL","Indianapolis Colts*",14,2,0,"Lost Div",439,247,192,"Dungy","Saturday","Manning","James","Harrison",2,3,2,11,4,1,2,32,12,-1.2,10.8,5.6,5.2,"clt",21,"Dungy","",2004,"NFL","Indianapolis Colts*",12,4,0,"Lost Div",522,351,171,"Dungy","Manning","Manning","James","Wayne",1,2,19,29,1,2,7,32,10.7,0.7,11.4,11.7,-0.3,"clt",21,"Dungy","",0,"Dungy",0,0,48,16,0,0,0,32,0,2,1,1,1,0,4,4,4,0,4,8,1,2,1,0,1,2,-2,0,-83,-104,21,1,1,-17,-18,3,-1,-5,0,1.3,-1.9,-0.6,-6.1,5.5,0.875,0.75,0.125,0.7,0.75,1,4,0.0625,0.09375,0.0625,0.34375,0.125,0.03125,0.0625,0.125,0,1,0,0,1,4,0,0,0,1,0,0,0,"Bill Polian",0,0,0,1,0.5,0.375,0.5,0.25,0.125,0,2,1,1,0.75,0.25,0,0,2.35
"386",2006,"NFL","Indianapolis Colts*",12,4,0,"Won SB",427,360,67,"Dungy","Manning","Manning","Addai","Harrison",2,3,23,21,6,9,7,32,4.2,1.7,5.9,6.9,-1.1,"clt",21,"Dungy","",2005,"NFL","Indianapolis Colts*",14,2,0,"Lost Div",439,247,192,"Dungy","Saturday","Manning","James","Harrison",2,3,2,11,4,1,2,32,12,-1.2,10.8,5.6,5.2,"clt",21,"Dungy","",0,"Dungy",0,0,60,20,0,0,0,40,0,5,4,0,1,1,8,4,5,1,5,13,1,2,1,0,1,-2,2,0,-12,113,-125,0,0,21,10,2,8,5,0,-7.8,2.9,-4.9,1.3,-6.3,0.75,0.875,-0.125,0.8,0.75,1,5,0.0625,0.09375,0.71875,0.65625,0.1875,0.28125,0.21875,0.1,0.0120281306081172,1,0,1,0,4.47213595499958,0,0,0,0,1,0,0,"Bill Polian",0,0,0,1,0.375,0.375,0.375,0,0,1,2.6,1.4,1,0.8,0.4,0.2,0.2,4.9
"387",2007,"NFL","Indianapolis Colts*",13,3,0,"Lost Div",450,262,188,"Dungy","Wayne","Manning","Addai","Wayne",3,5,1,3,2,2,2,32,11.8,0.3,12,6.6,5.4,"clt",21,"Dungy","",2006,"NFL","Indianapolis Colts*",12,4,0,"Won SB",427,360,67,"Dungy","Manning","Manning","Addai","Harrison",2,3,23,21,6,9,7,32,4.2,1.7,5.9,6.9,-1.1,"clt",21,"Dungy","",0,"Dungy",0,0,73,23,0,0,0,50,0,2,1,1,1,0,9,5,6,1,6,15,1,3,1,0,1,1,-1,0,23,-98,121,1,2,-22,-18,-4,-7,-5,0,7.6,-1.4,6.1,-0.300000000000001,6.5,0.8125,0.75,0.0625,0.7,0.760416666666667,1,6,0.09375,0.15625,0.03125,0.09375,0.0625,0.0625,0.0625,0.0833333333333333,0.00954504435401516,1,0,0,1,5.10310363079829,0,0,0,0,0,1,0,"Bill Polian",0,0,0,1,0.4375,0.385416666666667,0,0.0625,-0.0625,1,2.5,1.33333333333333,1,0.833333333333333,0.333333333333333,0.166666666666667,0.166666666666667,4.43333333333333
"388",2008,"NFL","Indianapolis Colts*",12,4,0,"Lost WC",377,298,79,"Dungy","Manning","Manning","Addai","Wayne",13,15,7,11,4,9,13,32,4.9,1.6,6.5,2.6,3.9,"clt",21,"Dungy","",2007,"NFL","Indianapolis Colts*",13,3,0,"Lost Div",450,262,188,"Dungy","Wayne","Manning","Addai","Wayne",3,5,1,3,2,2,2,32,11.8,0.3,12,6.6,5.4,"clt",21,"Dungy","",0,"Caldwell",0,0,85,27,0,1,0,58,0,1,0,1,1,0,9,6,7,1,7,16,2,3,1,0,1,-1,1,0,-73,36,-109,10,10,6,8,2,7,11,0,-6.9,1.3,-5.5,-4,-1.5,0.75,0.8125,-0.0625,0.75,0.758928571428571,1,7,0.40625,0.46875,0.21875,0.34375,0.125,0.28125,0.40625,0.0714285714285714,0.00645497224367903,1,0,0,0,5.48048485863379,0,0,0,0,0,0,1,"Bill Polian",0,0,0,1,0.375,0.383928571428571,0,-0.125,0,1,2.28571428571429,1.14285714285714,1,0.714285714285714,0.285714285714286,0.142857142857143,0.142857142857143,3.81428571428571
"389",2009,"NFL","Indianapolis Colts*",14,2,0,"Lost SB",416,307,109,"Caldwell","Manning","Manning","Addai","Wayne",7,9,8,18,13,9,14,32,6.8,-0.9,5.9,4.4,1.5,"clt",21,"Caldwell","",2008,"NFL","Indianapolis Colts*",12,4,0,"Lost WC",377,298,79,"Dungy","Manning","Manning","Addai","Wayne",13,15,7,11,4,9,13,32,4.9,1.6,6.5,2.6,3.9,"clt",21,"Dungy","",0,"Caldwell",0,1,14,2,0,0,0,12,1,4,3,1,1,0,3,1,1,0,1,4,0,0,0,1,1,2,-2,0,39,9,30,-6,-6,1,7,9,0,1,0,1.9,-2.5,-0.6,1.8,-2.4,0.875,0.75,0.125,0.7,0.875,1,1,0.21875,0.28125,0.25,0.5625,0.40625,0.28125,0.4375,0.5,0.03125,-6,0,0,0,3,1,0,0,0,0,0,0,"Bill Polian",0,0,0,1,0.125,0.125,0.125,0.125,0.125,0,4,3,1,1,1,1,0,9.1
"390",2010,"NFL","Indianapolis Colts*",10,6,0,"Lost WC",435,388,47,"Caldwell","Manning","Manning","Brown","Wayne",4,4,23,20,19,11,8,32,2.9,-0.1,2.9,3.7,-0.9,"clt",21,"Caldwell","",2009,"NFL","Indianapolis Colts*",14,2,0,"Lost SB",416,307,109,"Caldwell","Manning","Manning","Addai","Wayne",7,9,8,18,13,9,14,32,6.8,-0.9,5.9,4.4,1.5,"clt",21,"Caldwell","",0,"Caldwell",0,0,24,8,0,1,0,16,0,1,0,1,1,0,3,2,2,0,2,5,1,0,0,1,1,-4,4,0,19,81,-62,-3,-5,15,2,6,2,-6,0,-3.9,0.8,-3,-0.7,-2.4,0.625,0.875,-0.25,0.8,0.75,1,2,0.125,0.125,0.71875,0.625,0.59375,0.34375,0.25,0.25,0.0111803398874989,1,0,1,0,2.82842712474619,0,1,0,0,0,0,0,"Chris Polian",1,1,0,1,-0.125,0,-0.125,-0.125,-0.125,0,2.5,1.5,1,0.5,0.5,0.5,0,4.6
"391",2011,"NFL","Indianapolis Colts",2,14,0,"",243,430,-187,"Caldwell","Freeney","Painter","Brown","Wayne",28,30,28,25,26,30,32,32,-11.7,0.4,-11.3,-6,-5.3,"clt",21,"Caldwell","",2010,"NFL","Indianapolis Colts*",10,6,0,"Lost WC",435,388,47,"Caldwell","Manning","Manning","Brown","Wayne",4,4,23,20,19,11,8,32,2.9,-0.1,2.9,3.7,-0.9,"clt",21,"Caldwell","",0,"Pagano",1,0,26,22,0,0,0,4,0,0,0,0,0,0,3,2,2,0,3,5,1,0,0,1,1,-8,8,0,-192,42,-234,24,26,5,5,7,19,24,0,-14.6,0.5,-14.2,-9.7,-4.4,0.125,0.625,-0.5,0.6,0.541666666666667,0.666666666666667,1,0.875,0.9375,0.875,0.78125,0.8125,0.9375,1,0.0555555555555555,0.0111803398874989,0,1,0,0,0.577350269189625,0,0,1,0,0,0,0,"Chris Polian",1,1,1,1,-0.625,-0.208333333333333,-0.625,-0.625,-0.75,0,1.66666666666667,1,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,3.06666666666667
"392",2012,"NFL","Indianapolis Colts*",11,5,0,"Lost WC",357,387,-30,"Pagano","Luck","Luck","Ballard","Wayne",18,10,21,26,26,21,18,32,-1.9,-2.8,-4.7,-1.9,-2.8,"clt",21,"Pagano","",2011,"NFL","Indianapolis Colts",2,14,0,"",243,430,-187,"Caldwell","Freeney","Painter","Brown","Wayne",28,30,28,25,26,30,32,32,-11.7,0.4,-11.3,-6,-5.3,"clt",21,"Caldwell","",0,"Pagano",0,1,11,5,0,1,0,6,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,9,-9,0,114,-43,157,-10,-20,-7,1,0,-9,-14,0,9.8,-3.2,6.6,4.1,2.5,0.6875,0.125,0.5625,0.2,0.6875,1,1,0.5625,0.3125,0.65625,0.8125,0.8125,0.65625,0.5625,0.5,-0.125,-1,1,1,0,1.5,1,0,0,0,0,0,0,"Ryan Grigson",0,1,0,1,0.5625,0.5625,0.5625,0.5625,0.5625,0,1,0,1,0,0,0,0,0.1
"393",2013,"NFL","Indianapolis Colts*",11,5,0,"Lost Div",391,336,55,"Pagano","Mathis","Luck","Brown","Hilton",14,15,9,20,3,10,20,32,3.4,0.6,4,1.7,2.3,"clt",21,"Pagano","",2012,"NFL","Indianapolis Colts*",11,5,0,"Lost WC",357,387,-30,"Pagano","Luck","Luck","Ballard","Wayne",18,10,21,26,26,21,18,32,-1.9,-2.8,-4.7,-1.9,-2.8,"clt",21,"Pagano","",0,"Pagano",0,0,22,10,0,0,0,12,0,2,1,1,1,0,1,2,2,0,2,3,1,1,0,0,1,0,0,0,34,-51,85,-4,5,-12,-6,-23,-11,2,0,5.3,3.4,8.7,3.6,5.1,0.6875,0.6875,0,0.65,0.6875,1,2,0.4375,0.46875,0.28125,0.625,0.09375,0.3125,0.625,0.25,-0.0240562612162344,1,0,1,1,2.12132034355964,0,1,0,0,0,0,0,"Ryan Grigson",0,1,0,1,0.5625,0.5625,0.5625,0.5625,0.5625,0,1.5,0.5,1,0.5,0,0,0,1.1
"394",2014,"NFL","Indianapolis Colts*",11,5,0,"Lost Conf",458,369,89,"Pagano","Luck","Luck","Richardson","Hilton",6,3,19,11,22,7,3,32,5.6,-1.1,4.4,5.2,-0.8,"clt",21,"Pagano","",2013,"NFL","Indianapolis Colts*",11,5,0,"Lost Div",391,336,55,"Pagano","Mathis","Luck","Brown","Hilton",14,15,9,20,3,10,20,32,3.4,0.6,4,1.7,2.3,"clt",21,"Pagano","",0,NA,0,0,33,15,0,0,1,18,0,3,2,1,1,0,3,3,3,0,3,6,1,1,1,0,1,0,0,0,67,33,34,-8,-12,10,-9,19,-3,-17,0,2.2,-1.7,0.4,3.5,-3.1,0.6875,0.6875,0,0.65,0.6875,1,3,0.1875,0.09375,0.59375,0.34375,0.6875,0.21875,0.09375,0.166666666666667,0,1,0,1,0,2.59807621135332,0,0,1,0,0,0,0,"Ryan Grigson",0,1,0,1,0.5625,0.5625,0.5625,0.5625,0,0,2,1,1,0.666666666666667,0.333333333333333,0,0,2.43333333333333
"458",1983,"NFL","St. Louis Cardinals",8,7,1,"",374,428,-54,"Hanifan","Anderson","Lomax","Anderson","Green",9,17,25,6,15,21,15,28,-3.4,2.3,-1.1,2.5,-3.6,"crd",1,"Hanifan","",1982,"NFL","St. Louis Cardinals*",5,4,0,"Lost WC",135,170,-35,"Hanifan","Greer","Lomax","Anderson","Tilley",25,23,12,14,16,23,22,28,-3.9,1.2,-2.7,-4.1,1.4,"crd",1,"Hanifan","",0,"Hanifan",0,0,25,31,1,0,0,-6,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,1,3,3,1,239,258,-19,-16,-6,13,-8,-1,-2,-7,0,0.5,1.1,1.6,6.6,-5,0.53125,0.555555555555556,-0.0243055555555556,0.544444444444445,0.447368421052632,0.25,-2,0.321428571428571,0.607142857142857,0.892857142857143,0.214285714285714,0.535714285714286,0.75,0.535714285714286,-0.0625,-0.125,0,0,0,1,-0.794719414239026,0,0,0,1,0,0,0,"Bill Bidwill",0,0,1,1,0.21875,0.134868421052632,0.21875,0.21875,0.09375,0,0.25,0,0.25,0,0,0,0,0.025
"459",1984,"NFL","St. Louis Cardinals",9,7,0,"",423,345,78,"Hanifan","Lomax","Lomax","Anderson","Green",4,3,17,8,17,8,3,28,4.9,0.5,5.4,6.2,-0.9,"crd",1,"Hanifan","",1983,"NFL","St. Louis Cardinals",8,7,1,"",374,428,-54,"Hanifan","Anderson","Lomax","Anderson","Green",9,17,25,6,15,21,15,28,-3.4,2.3,-1.1,2.5,-3.6,"crd",1,"Hanifan","",0,"Hanifan",0,0,34,38,1,0,0,-4,0,0,0,0,0,0,0,1,1,0,5,1,1,0,0,0,1,1,0,-1,49,-83,132,-5,-14,-8,2,2,-13,-12,0,8.3,-1.8,6.5,3.7,2.7,0.5625,0.53125,0.03125,0.525,0.472602739726027,0.2,-3,0.142857142857143,0.107142857142857,0.607142857142857,0.285714285714286,0.607142857142857,0.285714285714286,0.107142857142857,-0.06,-0.125,0,0,0,0,-0.468164588784522,0,0,0,0,1,0,0,"Bill Bidwill",0,0,2,1,0.25,0.160102739726027,0.25,0.125,0.00694444444444442,0,0.2,0,0.2,0,0,0,0,0.02
"460",1985,"NFL","St. Louis Cardinals",5,11,0,"",278,414,-136,"Hanifan","Mitchell","Lomax","Mitchell","Tilley",27,17,24,15,22,25,19,28,-8.5,-1.6,-10.1,-4.5,-5.6,"crd",1,"Hanifan","",1984,"NFL","St. Louis Cardinals",9,7,0,"",423,345,78,"Hanifan","Lomax","Lomax","Anderson","Green",4,3,17,8,17,8,3,28,4.9,0.5,5.4,6.2,-0.9,"crd",1,"Hanifan","",0,"Stallings",1,0,39,49,1,0,0,-10,0,0,0,0,0,0,0,1,1,0,6,1,1,0,0,0,1,-4,4,0,-145,69,-214,23,14,7,7,5,17,16,0,-13.4,-2.1,-15.5,-10.7,-4.7,0.3125,0.5625,-0.25,0.55,0.443820224719101,0.166666666666667,-4,0.964285714285714,0.607142857142857,0.857142857142857,0.535714285714286,0.785714285714286,0.892857142857143,0.678571428571429,-0.0555555555555556,-0.125,0,0,1,1,-1.05999788000636,0,0,0,0,0,1,0,"Bill Bidwill",0,0,3,1,0,0.131320224719101,0,-0.243055555555556,-0.21875,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0.0166666666666667
"461",1986,"NFL","St. Louis Cardinals",4,11,1,"",218,351,-133,"Stallings","Smith","Lomax","Mitchell","Smith",28,26,21,4,19,25,20,28,-8.3,0.2,-8.1,-6.5,-1.6,"crd",1,"Stallings","",1985,"NFL","St. Louis Cardinals",5,11,0,"",278,414,-136,"Hanifan","Mitchell","Lomax","Mitchell","Tilley",27,17,24,15,22,25,19,28,-8.5,-1.6,-10.1,-4.5,-5.6,"crd",1,"Hanifan","",0,"Stallings",0,1,4,11,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,1,-60,-63,3,1,9,-3,-11,-3,0,1,0,0.199999999999999,1.8,2,-2,4,0.28125,0.3125,-0.03125,0.35,0.28125,0,-1,1,0.928571428571429,0.75,0.142857142857143,0.678571428571429,0.892857142857143,0.714285714285714,-0.5,0,-1,0,0,1,-1.75,1,0,0,0,0,0,0,"Bill Bidwill",0,0,1,1,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,0,0,0,0,0,0,0,0,0
"462",1987,"NFL","St. Louis Cardinals",7,8,0,"",362,368,-6,"Stallings","Lomax","Lomax","Mitchell","Smith",7,6,23,25,10,14,15,28,-0.4,-0.5,-0.9,2.2,-3.1,"crd",1,"Stallings","",1986,"NFL","St. Louis Cardinals",4,11,1,"",218,351,-133,"Stallings","Smith","Lomax","Mitchell","Smith",28,26,21,4,19,25,20,28,-8.3,0.2,-8.1,-6.5,-1.6,"crd",1,"Stallings","",0,"Stallings",0,0,11,19,1,0,0,-8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,-3,-1,144,17,127,-21,-20,2,21,-9,-11,-5,0,7.9,-0.7,7.2,8.7,-1.5,0.466666666666667,0.28125,0.185416666666667,0.325,0.370967741935484,0,-2,0.25,0.214285714285714,0.821428571428571,0.892857142857143,0.357142857142857,0.5,0.535714285714286,-0.25,0,0,0,0,0,-1.4368424162142,0,1,0,0,0,0,0,"Bill Bidwill",0,0,2,1,0.154166666666667,0.0584677419354839,0.154166666666667,0.154166666666667,0.154166666666667,0,0,0,0,0,0,0,0,0
"463",1988,"NFL","Phoenix Cardinals",7,9,0,"",344,398,-54,"Stallings","Sharpe","Lomax","Ferrell","Green",11,4,27,14,22,19,7,28,-3.4,0.2,-3.2,0.5,-3.7,"crd",1,"Stallings","",1987,"NFL","St. Louis Cardinals",7,8,0,"",362,368,-6,"Stallings","Lomax","Lomax","Mitchell","Smith",7,6,23,25,10,14,15,28,-0.4,-0.5,-0.9,2.2,-3.1,"crd",1,"Stallings","",0,"Stallings,Kuhlmann",0,0,18,28,1,0,0,-10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,-18,30,-48,4,-2,4,-11,12,5,-8,0,-3,0.7,-2.3,-1.7,-0.6,0.4375,0.466666666666667,-0.0291666666666667,0.473333333333333,0.393617021276596,0,-3,0.392857142857143,0.142857142857143,0.964285714285714,0.5,0.785714285714286,0.678571428571429,0.25,-0.166666666666667,0,0,0,1,1,-1.45864991497895,0,0,1,0,0,0,0,"Larry Wilson",1,1,3,1,0.125,0.0811170212765958,0.125,0.125,0.15625,0,0,0,0,0,0,0,0,0
"464",1989,"NFL","Phoenix Cardinals",5,11,0,"",258,377,-119,"Stallings,Kuhlmann","McDonald","Hogeboom","Ferrell","Jones",25,25,20,26,25,25,25,28,-7.4,0.3,-7.1,-4,-3.1,"crd",1,NA,NA,1988,"NFL","Phoenix Cardinals",7,9,0,"",344,398,-54,"Stallings","Sharpe","Lomax","Ferrell","Green",11,4,27,14,22,19,7,28,-3.4,0.2,-3.2,0.5,-3.7,"crd",1,"Stallings","",1,"Bugel",1,0,23,39,1,0,0,-16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,-2,2,0,-86,-21,-65,14,21,-7,12,3,6,18,0,-4,0.1,-3.9,-4.5,0.6,0.3125,0.4375,-0.125,0.45,0.373015873015873,0,-4,0.892857142857143,0.892857142857143,0.714285714285714,0.928571428571429,0.892857142857143,0.892857142857143,0.892857142857143,-0.125,0,0,1,0,1,-2.01581052271588,0,0,0,1,0,0,0,"Larry Wilson",1,1,4,1,0,0.060515873015873,0,0,0,0,0,0,0,0,0,0,0,0
"465",1990,"NFL","Phoenix Cardinals",5,11,0,"",268,396,-128,"Bugel","Rosenbach","Rosenbach","Johnson","Proehl",24,18,24,18,22,26,19,28,-8,1.3,-6.7,-1.9,-4.8,"crd",1,"Bugel","",1989,"NFL","Phoenix Cardinals",5,11,0,"",258,377,-119,"Stallings,Kuhlmann","McDonald","Hogeboom","Ferrell","Jones",25,25,20,26,25,25,25,28,-7.4,0.3,-7.1,-4,-3.1,"crd",1,"Stallings","Kuhlmann",0,"Bugel",0,1,5,11,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,19,-9,-1,-7,4,-8,-3,1,-6,0,-0.6,1,0.399999999999999,2.1,-1.7,0.3125,0.3125,0,0.35,0.3125,0,-1,0.857142857142857,0.642857142857143,0.857142857142857,0.642857142857143,0.785714285714286,0.928571428571429,0.678571428571429,-0.5,0,0,1,1,1,-1.5,1,0,0,0,0,0,0,"Larry Wilson",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466",1991,"NFL","Phoenix Cardinals",4,12,0,"",196,344,-148,"Bugel","McDonald","Tupa","Johnson","Jones",27,27,22,16,14,24,27,28,-9.3,3.8,-5.4,-4.9,-0.5,"crd",1,"Bugel","",1990,"NFL","Phoenix Cardinals",5,11,0,"",268,396,-128,"Bugel","Rosenbach","Rosenbach","Johnson","Proehl",24,18,24,18,22,26,19,28,-8,1.3,-6.7,-1.9,-4.8,"crd",1,"Bugel","",0,"Bugel",0,0,9,23,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-1,1,0,-72,-52,-20,3,9,-2,-2,-8,-2,8,0,-1.3,2.5,1.3,-3,4.3,0.25,0.3125,-0.0625,0.35,0.28125,0,-2,0.964285714285714,0.964285714285714,0.785714285714286,0.571428571428571,0.5,0.857142857142857,0.964285714285714,-0.25,0,0,1,0,1,-2.47487373415292,0,1,0,0,0,0,0,"Larry Wilson",0,1,2,1,-0.0625,-0.03125,-0.0625,-0.0625,-0.0625,0,0,0,0,0,0,0,0,0
